Experiments,BUabs<--ACabs,BUabs<--BAabs,BUabs<--BHabs,BUabs<--BLabs,BUabs<--BUabs,BUabs<--CAabs,BUabs<--CCabs,BUabs<--CHabs,BUabs<--DFabs,BUabs<--ELabs,BUabs<--ERabs,BUabs<--FPabs,BUabs<--PCabs,BUabs<--PJabs,BUabs<--RIabs,BUabs<--pH,BUabs<--Lactate,BUabs<--Butyrate,BUabs<--Acetate,BUabs<--AcGum,BUabs<--ArGal,BUabs<--Inulin,BUabs<--Pectin,BUabs<--Starch,BUabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Starch,-0.005450621189083904,-0.04981626843800768,0.012483096215873957,-0.008994891308248043,0.05869088904000819,-0.002056265831924975,0.012782343022990972,-0.001996731327380985,-0.002752069034613669,0.0466709248139523,-0.04241417319281027,-0.0053775698179379106,0.001325262594036758,0.0,-0.013955960690509528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05237190722255036,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Xylan,0.024327538965735584,-0.05941018456360325,-0.00012930308002978563,0.005458216415718198,0.14924077107571065,-0.015497168991714716,0.02431098383385688,0.04126262676436454,0.006608597002923489,0.0944626679411158,-0.005342178570572287,-0.0034496072330512106,0.030339422868564725,0.0,-0.03473398624919355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687764315865934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum,0.01825156982522458,-0.004520539892837405,0.0053827528026886284,-0.00479881017236039,0.007388621917925775,-0.010758883727248758,-0.002857582352589816,0.0004093382740393281,0.0033233052236028016,0.030641784076578915,-0.01028123393189162,0.0017744487267918885,0.0,0.008549027843400836,-0.006492038490250707,0.0,0.0,0.0,0.0,0.049558947794139385,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.003838923449317614,-0.04154775423618654,0.013235084091623625,-0.0023620553159465394,0.07547118033592899,-0.023130605074887473,-0.0075466930866241455,0.009319851640611887,0.000236476461092631,0.07826073747128248,-0.03546357527375221,-0.00854419699559609,0.0,0.012255189009010792,-0.020628046865264576,0.0,0.0,0.0,0.0,0.011031891141707698,0.03547446344358226,0.02217947691679001,0.03176600121272107,0.014510630319515863,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.005045218548427026,-0.041199010952065386,0.011027384161328277,0.005806513441105683,0.07186091008285682,-0.022321297011027735,0.009478191224237284,0.005395625407497088,0.007429751334711909,0.07931530949038763,-0.01830742446084817,-0.002374120677510897,0.0,0.005778112293531497,-0.004697323311120272,0.0,0.0,0.0,0.0,0.017517760085562866,0.04085487422222892,0.008769409420589605,0.03527512727305293,0.0,0.03384798555634916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.007820005839069685,-0.048709915950894356,0.012194937250266472,-0.015310106488565603,0.04782712381953994,-0.010039644859110316,-0.00045327011806269485,0.01493852057804664,0.004085333552211523,0.09431359490069251,-0.012578621661911408,-0.005261815385892987,0.0,0.008001630194485188,-0.02201406316210826,0.0,0.0,0.0,0.0,0.005500404707466562,0.04692625176782409,0.013266436600436768,0.0,0.0071800930891186,0.020915810329218704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.014286810609822473,-0.03177702488998572,0.011719299169878164,-0.010272776785617074,0.06352735248704751,-0.020093314349651337,0.00021199959640701613,0.025044339708983898,0.008006010204553604,0.08729497762396932,-0.010780588102837404,0.00045740542312463123,0.0,-0.004088448593392968,-0.011943460752566656,0.0,0.0,0.0,0.0,0.006555587984621525,0.04936381638981402,0.0,0.021737690549343824,-0.00738144014030695,0.03555181079233686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.0007272227667272091,-0.03875544760376215,0.021654134150594473,0.012219234835356474,0.04515673049415151,-0.010903648876895508,0.005526400326440732,0.0029003520806630454,0.003315879497677088,0.044703948932389416,-0.03289124214400848,-0.011745885324974855,0.0,0.009084604447707534,-0.018429024145007133,0.0,0.0,0.0,0.0,0.01018928736448288,0.0,0.026357566627363365,0.023263940898080666,0.02338824064160387,0.023290632525458932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal,0.013594204559922218,-0.0026178605621680617,0.006537672772537917,-0.004609541851095855,0.14682890166295692,-0.014694900019094348,0.01110363844782114,0.014086367271374911,0.0072143240831792355,0.07129452395020053,-0.02232951601035893,-0.0008203561883419752,0.0,0.014415278797969222,0.00010776013368740678,0.0,0.0,0.0,0.0,0.0,0.17374904913594946,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.018091012258082628,-0.030319122442354757,0.008618926862254739,-0.006986677801857392,0.08713413619746764,-0.020146489531422656,-0.001780410452435414,0.004368454838792483,0.0053639292406539125,0.09626352678363521,-0.03993524673084418,-0.0070483617795010405,0.0,0.002238567297657331,-0.0007748155233760675,0.0,0.0,0.0,0.0,0.0,0.03679741111894449,0.01549697465573748,0.0033312207087874413,0.013501278900851807,0.02853969655310114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Inulin,-0.0024775114143267274,0.006592794321477413,0.013283140840940177,-0.015009627910330892,0.08231936325319111,-0.006677494267933071,0.0007180733955465257,0.001798628771211952,0.0028593079186975956,0.03590418543899432,-0.007827213499695063,-0.001233361312188208,0.0,-0.001551867346279323,-0.011083812569268048,0.0,0.0,0.0,0.0,0.0,0.0,0.10190279345260933,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Pectin,-0.011678603186737746,-0.010995401709806174,0.0025536493631079793,-0.002224911702796817,0.023385730804875493,-0.019700982549693435,0.010590640304144472,0.001568805892020464,-0.0026926491409540176,0.009321862133219838,-0.007364736055023968,-0.006723052181769162,0.0,0.003662664210423827,0.004404864215757698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04116849531419575,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Starch,0.0053370564710348845,-0.07281826791586354,0.00948049291037023,-0.008216235088184476,0.05280801351182163,0.013587576104328036,0.00769636663608253,-0.007395025691948831,-0.004091717943083495,0.03672491677571088,-0.024724534363485873,-0.001908517733681947,0.0,0.007068759819958359,0.002637734403833747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079118223395199,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Xylan,0.05139440909260884,-0.0857469795155339,0.005455384380184114,-0.0040307792369276285,0.14863528206478804,-0.012130622402764857,0.029319847119040787,0.02418206859147176,0.006134634488262236,0.08001857536146417,-0.025906391732860357,0.003072741092182696,0.0,0.013609547633677721,-0.03214265312999487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989434493589215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum,0.020127565134316683,-0.015902379876933992,0.004622722102794796,-0.003796852135565132,0.03485295863356441,-0.01611888501793146,-0.007215267862193286,0.004950626753270626,0.006016022292897105,0.05530612787697464,-0.009491936420090497,0.0,-0.0022984889801591635,0.007891031564213336,-0.0036178886657580733,0.0,0.0,0.0,0.0,0.04227910889312625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.011104746721684933,-0.015995473135262728,0.011864762132366499,0.0038253222592175007,0.10007139357427756,-0.03614936349913478,0.004931604800124963,0.005604829018314679,0.009291819374387464,0.06989543760816257,-0.047231686767190695,0.0,0.02171376921857397,0.0017161847402652104,-0.017449904000386596,0.0,0.0,0.0,0.0,0.010025467568387588,0.041084742561603584,0.026865605730563402,0.03612012090161443,0.013180425002550086,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.005178391933441162,-0.020411101480325062,0.007754798823346694,-0.00028533015089730424,0.10444086611581345,-0.040602457243949175,0.012878528020034233,0.03025968698784709,0.009412982501089573,0.0996651619207114,-0.024813558130214613,0.0,0.04444956313818693,0.0020188502967357635,-0.022911581055571634,0.0,0.0,0.0,0.0,0.01603158803967138,0.04523259478931626,0.006061376382907231,0.04198985050121943,0.0,0.0437034172937274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.006109333907564481,-0.024260100598136585,0.006587789083520572,0.00010592901768783729,0.08563729515299201,-0.02081978926435113,-0.004444373771548271,0.021930790195862453,0.015373866073787212,0.08941517941032846,-0.0384365877447029,0.0,0.031249923321108024,-0.006398703049247463,-0.028542789320151012,0.0,0.0,0.0,0.0,0.015801646901915472,0.0453185987037917,0.010803284123539925,0.0,0.011919694021344185,0.031904639986654125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.001814833531777064,-0.03746528675158819,0.014571717008948326,-0.0017335095132390659,0.12288166373036802,-0.040475871258725725,0.008025149116292596,0.022967390017583966,0.010454714919130007,0.0954526773809145,-0.034898555371910334,0.0,0.03856061880166332,0.00038415829961498577,-0.022944371836880844,0.0,0.0,0.0,0.0,0.017117274304231007,0.05163203629975518,0.0,0.04330300850172838,0.0046823568021257716,0.04403773881494999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0015538081837197144,-0.021532378469904263,0.014020310870061318,-0.006388732387373845,0.0851535991144677,-0.022080590094750125,0.003165640247364839,0.016099233956386644,0.005476382017756502,0.06732898267606895,-0.03507785374919573,0.0,0.014889619002739588,0.00173387979157269,-0.014719208624834815,0.0,0.0,0.0,0.0,0.01720539868498842,0.0,0.024946389797454078,0.039611766037220754,0.00019844714552164078,0.0229658546547095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal,0.024620811571367085,-0.01565903949085623,0.01247698935912922,0.005717925727367401,0.1537794606992975,-0.015585276298224926,0.010434124793391675,0.02308186108712107,0.009410217870026827,0.07512086315546185,-0.007553899078629911,0.0,0.0165569853852503,0.00995114934630692,-0.012583668460138142,0.0,0.0,0.0,0.0,0.0,0.16913495602784678,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0030963624206682048,-0.023570281142989796,0.01152724881346027,-0.004880918655544519,0.124094848598664,-0.035593181382864714,0.003164596389979124,0.022065403095136087,0.005875465304901202,0.09331203616845112,-0.02335991058498621,0.0,0.017185278857747715,0.004884097957983613,-0.018507962115108967,0.0,0.0,0.0,0.0,0.0,0.037565392053996526,0.024101433344185352,0.03818391232440869,0.026746811034778755,0.04668085494389137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Inulin,-0.017100099299568683,0.0012852174695581198,0.0007276511751115322,-0.001793110161088407,0.10109846375416964,-0.011706543853506446,-0.0002878592349588871,-0.0016395351849496365,0.007514676894061267,0.03734634967986494,-0.011667504673823714,0.0,-0.006685535772703588,-0.002992014167830348,-0.00287871400360018,0.0,0.0,0.0,0.0,0.0,0.0,0.11757750232936814,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Pectin,0.00278540444560349,-0.017159613489639014,-0.002570556418504566,0.0063420236692763865,0.05267434916459024,-0.025956633500754833,0.005937393754720688,0.008466233208309859,0.0011190123623237014,0.010313418111763895,0.011086227314081043,0.0,0.008221650728955865,-0.0003553559072315693,0.003380273003131151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08870340039720759,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Starch,0.0035251803346909583,-0.05542359780520201,0.009763287496753037,-0.010086342052090913,0.08211377670522779,0.011349962383974344,0.0047027511755004525,0.005270950787235051,-0.0020368194673210382,0.04033729690127075,-0.04331701493356377,0.0,-0.002201391907874495,0.006496711866930127,-0.016607029363512993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04896756209200248,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Xylan,0.08485906838905066,-0.06912943825591356,0.005523871979676187,-0.0016039301408454776,0.1542197009548545,-0.014491573092527688,0.021343762055039406,0.027604649541899562,0.005861965240910649,0.10009831411298364,-0.014757228083908558,0.0,0.033925572875887156,0.011556845856830478,-0.025033431476913393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15162917750421911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum,0.02712395414710045,-0.021774824999738485,0.0032406494137831032,0.01590488525107503,0.036927259352523834,-0.013121538562700152,-0.015303685620892793,0.024557658762205392,0.01260163087863475,0.03632899129297584,0.0,-0.005942779593169689,-0.00042024790309369564,-0.005284496292006224,-0.01405603694729507,0.0,0.0,0.0,0.0,0.027638386585749686,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.004438795770208041,-0.03407215032105645,0.008805402554571629,0.012618908503403267,0.12423186004161835,-0.004560171781728665,0.00478517923814555,0.03292073216289282,0.007501357390234868,0.07351289829239249,0.0,-0.002222311062117418,0.03805591523026427,-0.0017833095043897629,-0.01860427592570583,0.0,0.0,0.0,0.0,0.010220899401853481,0.04439284714559714,0.022097885375842452,0.0343227389579018,0.023605551104992628,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.0057336977527787285,-0.020913256254668038,0.010116651033361753,0.023339775546143453,0.1491080423972259,-0.00835017169204851,0.0072271198344727354,0.03693645657040179,0.006691734384124477,0.0937090568865339,0.0,-0.006521760020405054,0.0388141997003307,-0.010071935753027597,-0.013010187540203333,0.0,0.0,0.0,0.0,0.009570815445234379,0.03811487082081536,0.034242157048235335,0.03807478863745928,0.0,0.055494527177264295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0012889369390904903,-0.04480099957436323,0.01334229678226014,0.0065215098050733404,0.1056695010823508,-0.007221936481073499,-0.004986484845479329,0.05469857311497132,0.005164955509826541,0.10253914825928707,0.0,-0.007586781556407611,0.033049375750124454,-0.005375172632435958,-0.022715239009509485,0.0,0.0,0.0,0.0,0.01644797910315295,0.056367502082139254,0.016946389495084684,0.0,0.015635747307290632,0.036839827662333846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.008594848215579987,-0.028685008796552818,0.012178850903486213,0.019166373026867706,0.13283381797373295,-0.010466799760858217,0.00862533055866758,0.043189703254029155,0.007371911158164342,0.100993393920362,0.0,0.0028177775287379823,0.026930879180630047,-0.008156796917319298,-0.019640762514124315,0.0,0.0,0.0,0.0,0.010345355840399861,0.05233563156798482,0.0,0.04511020192876458,0.014242121018469334,0.038569727136443056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.010040187121679386,-0.03677344570557276,0.00808160270874699,0.00470487168058753,0.08663739698628585,0.004958164024477203,-0.005615825454394023,0.028439103315273922,0.005166030488908291,0.09559834934771061,0.0,-0.0033961492590606213,0.02518744006132086,-0.0009892787784337997,-0.020534325391054153,0.0,0.0,0.0,0.0,0.013392749863366285,0.0,0.026751379094397027,0.04419609236841401,0.016044687790175278,0.03729157491276661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal,0.030421454459428787,-0.004017478844616562,0.012099795276299119,0.010441174381412566,0.14669658889761195,-0.00961287715472281,0.004005186026915908,0.03669722832273692,0.006873840175103396,0.07737520954106003,0.0,-0.0023750023683533072,0.0022019241587258875,0.0024776870850473642,-0.012655496946536005,0.0,0.0,0.0,0.0,0.0,0.16638028156012297,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.011591731493050853,-0.03742981647762159,0.010976580282052359,0.009950211349253854,0.14442246593534946,-0.013428942455599705,0.009897772843639055,0.030730508888761204,0.004666505381464958,0.09020492527633905,0.0,0.0016312675240139167,0.03426116433305045,0.0017736093141138554,-0.013798503127569953,0.0,0.0,0.0,0.0,0.0,0.07027711377789576,0.018814249895513058,0.04037637015183767,0.011711369811867675,0.03233400530492266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Inulin,-0.003943276882637292,-0.005559621029533446,0.009033308830112219,0.0050235032686032355,0.10018778324592859,-0.01312509406125173,0.008584394003264606,0.012102872249670327,0.003890927939210087,0.06457636447157711,0.0,-0.007029860280454159,0.001692742807790637,-0.012807181919924915,-0.013198695611208677,0.0,0.0,0.0,0.0,0.0,0.0,0.09599289984907955,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Pectin,0.004756942798849195,-0.002094930096063763,2.8888811357319355e-05,0.020333738648332655,0.02421041886555031,-0.0006772180204279721,-0.0056992508471012115,0.003001425531692803,0.001511793932877481,0.0019154949695803225,0.0,-0.008491474553011358,0.01774361339630559,0.00266765127889812,0.0034500190522521734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03820045699831098,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Starch,-0.004503591335378587,-0.07315744238439947,0.011190060176886618,-0.005577580886892974,0.07625686924438924,0.0102615796495229,-0.00011875899508595467,0.012978080019820482,-0.0023279000306501985,0.06295134371612221,0.0,0.0028032605187036097,0.0016624752315692604,0.006101181381382048,-0.022062028932850808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048515863949433,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Xylan,0.03831496019847691,-0.06982808909378946,0.0007348184008151293,0.014906895579770207,0.16437097737798467,0.01253895799163729,0.019244908122345805,0.03704184351954609,0.0031136770849116147,0.08864181220997125,0.0,-0.0070341763203032315,0.021023770503234118,-0.0077090965351089835,-0.04350053332746029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20808508293703198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-ER-FP-PC-PJ-RI-AcGum,0.01586110971402377,0.0013239834224805236,0.003981781657785177,-0.006411517853848636,-0.02257275889860466,-0.006270768586546183,0.00024818372912704945,-0.0016174401389434934,0.0003618313930928707,0.0,0.0022259638644754887,0.0013617464574053884,-0.009244049899280071,0.0038668429479002953,0.004929304646793753,0.0,0.0,0.0,0.0,0.01195578754413873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
